number               collision            collision_obst       flowtime             makespan             run_time             success              sum_of_dists         max_dist            
10                   0                    0                    163                  28                   0.0                  100                  152.0                28.0                
10                   0                    0                    240                  41                   0.0                  100                  240.0                41.0                
10                   0                    0                    238                  54                   0.0                  100                  238.0                54.0                
10                   0                    0                    217                  36                   0.0                  100                  217.0                36.0                
10                   0                    0                    171                  35                   0.0                  100                  159.0                35.0                
10                   0                    0                    120                  28                   0.0                  100                  109.0                28.0                
10                   0                    0                    210                  35                   0.0                  100                  210.0                35.0                
10                   0                    0                    219                  28                   0.0                  100                  218.0                28.0                
10                   0                    0                    304                  42                   0.0                  100                  303.0                42.0                
10                   0                    0                    177                  42                   0.0                  100                  177.0                42.0                
10                   0                    0                    312                  58                   0.0                  100                  305.0                58.0                
10                   0                    0                    244                  43                   0.0                  100                  244.0                43.0                
10                   0                    0                    189                  50                   0.0                  100                  179.0                50.0                
10                   0                    0                    149                  29                   0.0                  100                  144.0                29.0                
10                   0                    0                    279                  49                   0.0                  100                  243.0                49.0                
10                   0                    0                    222                  45                   0.0                  100                  222.0                45.0                
10                   0                    0                    404                  63                   0.0                  100                  402.0                62.0                
10                   0                    0                    216                  44                   0.0                  100                  216.0                44.0                
10                   0                    0                    293                  53                   0.0                  100                  289.0                53.0                
10                   0                    0                    275                  43                   0.0                  100                  275.0                43.0                
10                   0                    0                    214                  48                   0.0                  100                  210.0                48.0                
10                   0                    0                    161                  28                   0.0                  100                  161.0                28.0                
10                   0                    0                    166                  35                   0.0                  100                  143.0                35.0                
10                   0                    0                    139                  42                   0.0                  100                  139.0                42.0                
10                   0                    0                    160                  28                   0.0                  100                  160.0                28.0                
10                   0                    0                    236                  58                   0.0                  100                  236.0                58.0                
10                   0                    0                    159                  40                   0.0                  100                  147.0                40.0                
10                   0                    0                    135                  32                   0.0                  100                  128.0                32.0                
10                   0                    0                    281                  44                   0.0                  100                  236.0                44.0                
10                   0                    0                    177                  38                   0.0                  100                  165.0                38.0                
10                   0                    0                    208                  37                   0.0                  100                  208.0                37.0                
10                   0                    0                    260                  41                   0.0                  100                  228.0                41.0                
10                   0                    0                    143                  30                   0.0                  100                  143.0                30.0                
10                   0                    0                    187                  29                   0.0                  100                  186.0                29.0                
10                   0                    0                    86                   29                   0.0                  100                  86.0                 29.0                
10                   0                    0                    150                  34                   0.0                  100                  150.0                34.0                
10                   0                    0                    279                  50                   0.0                  100                  279.0                50.0                
10                   0                    0                    124                  29                   0.0                  100                  124.0                29.0                
10                   0                    0                    76                   16                   0.0                  100                  76.0                 16.0                
10                   0                    0                    309                  47                   0.0                  100                  309.0                47.0                
10                   0                    0                    203                  57                   0.0                  100                  196.0                57.0                
10                   0                    0                    100                  29                   0.0                  100                  99.0                 29.0                
10                   0                    0                    165                  32                   0.0                  100                  164.0                32.0                
10                   0                    0                    119                  44                   0.0                  100                  115.0                44.0                
10                   0                    0                    210                  34                   0.0                  100                  209.0                34.0                
10                   0                    0                    283                  54                   0.0                  100                  275.0                54.0                
10                   0                    0                    226                  43                   0.0                  100                  201.0                43.0                
10                   0                    0                    151                  25                   0.0                  100                  151.0                25.0                
10                   0                    0                    222                  43                   0.0                  100                  218.0                43.0                
10                   0                    0                    138                  33                   0.0                  100                  137.0                33.0                
10                   0                    0                    244                  47                   0.0                  100                  244.0                47.0                
10                   0                    0                    206                  57                   0.0                  100                  206.0                57.0                
10                   0                    0                    164                  37                   0.0                  100                  164.0                37.0                
10                   0                    0                    214                  29                   0.0                  100                  214.0                29.0                
10                   0                    0                    121                  39                   0.0                  100                  121.0                39.0                
10                   0                    0                    229                  37                   0.0                  100                  227.0                37.0                
10                   0                    0                    323                  47                   0.0                  100                  323.0                47.0                
10                   0                    0                    124                  42                   0.0                  100                  124.0                42.0                
10                   0                    0                    191                  45                   0.0                  100                  191.0                45.0                
10                   0                    0                    129                  27                   0.0                  100                  129.0                27.0                
10                   0                    0                    448                  76                   0.0                  100                  440.0                76.0                
10                   0                    0                    165                  39                   0.0                  100                  165.0                39.0                
10                   0                    0                    210                  56                   0.0                  100                  187.0                56.0                
